Name1	Name2
ENSG00000178796	RIIAD1
ENSG00000271704	BNIP3P20
ENSG00000258358	AC087888.1
ENSG00000122378	FAM213A
ENSG00000260780	AC087463.1
ENSG00000186026	ZNF284
ENSG00000234241	AL109618.1
ENSG00000244578	LINC01391
ENSG00000237649	KIFC1
ENSG00000105401	CDC37
ENSG00000181541	MAB21L2
ENSG00000156885	COX6A2
ENSG00000110066	KMT5B
ENSG00000211525	
ENSG00000160813	PPP1R35
ENSG00000266737	
ENSG00000261710	AC104417.2
ENSG00000213707	HMGB1P10
ENSG00000235064	SLC25A5P2
ENSG00000224982	TMEM233
ENSG00000266483	
ENSG00000171823	FBXL14
ENSG00000175077	RTP1
ENSG00000234962	LINC00700
ENSG00000272066	
ENSG00000258846	EEF1A1P33
ENSG00000072694	FCGR2B
ENSG00000231610	PIK3CDP1
ENSG00000251508	AL133380.1
ENSG00000262294	AC129507.2
ENSG00000225879	AL109924.1
ENSG00000249921	AC034207.1
ENSG00000198242	RPL23A
ENSG00000135100	HNF1A
ENSG00000236913	AC025750.2
ENSG00000205695	AL390205.1
ENSG00000266156	
ENSG00000218029	AL078601.1
ENSG00000101445	PPP1R16B
ENSG00000145386	CCNA2
ENSG00000267032	AP001357.1
ENSG00000138386	NAB1
ENSG00000269976	AC012065.3
ENSG00000248668	OXCT1-AS1
ENSG00000269210	AC019171.1
ENSG00000236269	
ENSG00000146243	IRAK1BP1
ENSG00000159128	IFNGR2
ENSG00000271382	AC012464.3
ENSG00000173273	TNKS
ENSG00000119408	NEK6
ENSG00000214362	RPS3AP36
ENSG00000158793	NIT1
ENSG00000163611	SPICE1
ENSG00000249363	AC011411.1
ENSG00000187824	TMEM220
ENSG00000272456	AC087045.2
ENSG00000269826	AC092327.2
ENSG00000136305	CIDEB
ENSG00000259078	PTBP1P
ENSG00000214796	AC098934.1
ENSG00000125618	PAX8
ENSG00000226287	TMEM191A
ENSG00000207954	MIR138-1
ENSG00000253266	AC100860.1
ENSG00000072042	RDH11
ENSG00000230056	DDX6P1
ENSG00000228663	PSMD10P1
ENSG00000249174	AC106744.1
ENSG00000266682	
ENSG00000132716	DCAF8
ENSG00000151640	DPYSL4
ENSG00000165660	ABRAXAS2
ENSG00000238370	RNU7-103P
ENSG00000223602	AC125634.1
ENSG00000228198	OR2M3
ENSG00000154783	FGD5
ENSG00000115641	FHL2
ENSG00000021826	CPS1
ENSG00000263645	
ENSG00000119596	YLPM1
ENSG00000226242	RPS17P8
ENSG00000145715	RASA1
ENSG00000253036	
ENSG00000239521	CASTOR3
ENSG00000225951	ODF2-AS1
ENSG00000249628	LINC00942
ENSG00000260802	SERTM2
ENSG00000187513	GJA4
ENSG00000264356	
ENSG00000241792	AC092958.2
ENSG00000258573	AL163195.2
ENSG00000172775	FAM192A
ENSG00000243007	RPL12P35
ENSG00000137338	PGBD1
ENSG00000179151	EDC3
ENSG00000148704	VAX1
ENSG00000207218	RF00019
ENSG00000241861	GAPDHP50
ENSG00000267422	AC016582.2
ENSG00000148824	MTG1
ENSG00000120055	C10orf95
ENSG00000182333	LIPF
ENSG00000241746	AC104212.2
ENSG00000197161	OR4C4P
ENSG00000074201	CLNS1A
ENSG00000138002	IFT172
ENSG00000263551	AP005328.1
ENSG00000171489	SPACA5
ENSG00000148450	MSRB2
ENSG00000227671	AL390728.4
ENSG00000237639	AC064862.5
ENSG00000264149	AC103987.2
ENSG00000258821	
ENSG00000242061	AL160314.1
ENSG00000251126	AC017007.5
ENSG00000232286	AL121902.1
ENSG00000207222	RNU6-456P
ENSG00000182667	NTM
ENSG00000229979	AC243428.1
ENSG00000234169	LINC01868
ENSG00000269407	
ENSG00000258882	
ENSG00000085840	ORC1
ENSG00000271149	AC011467.6
ENSG00000145526	CDH18
ENSG00000169251	NMD3
ENSG00000082068	WDR70
ENSG00000240871	KRTAP4-7
ENSG00000120738	EGR1
ENSG00000109099	PMP22
ENSG00000167553	TUBA1C
ENSG00000178385	PLEKHM3
ENSG00000271609	AC005632.3
ENSG00000259941	AC084782.1
ENSG00000177030	DEAF1
ENSG00000267175	AC105094.2
ENSG00000260063	AL512408.1
ENSG00000226928	RPS14P4
ENSG00000237810	AC104852.1
ENSG00000253146	CIR1P1
ENSG00000206640	RF00019
ENSG00000169064	ZBBX
ENSG00000201209	RF00150
ENSG00000165874	FAM35BP
ENSG00000149573	MPZL2
ENSG00000201070	RNU4-84P
ENSG00000171488	LRRC8C
ENSG00000244513	AC109587.1
ENSG00000180190	TDRP
ENSG00000266043	MIR3649
ENSG00000261760	AC140479.4
ENSG00000013583	HEBP1
ENSG00000260750	AC092720.1
ENSG00000227183	HDGFP1
ENSG00000207289	RNU6-1235P
ENSG00000264948	
ENSG00000143429	AC116050.1
ENSG00000270394	MTRNR2L13
ENSG00000123584	MAGEA9
ENSG00000145863	GABRA6
ENSG00000161940	BCL6B
ENSG00000233609	RPL10P19
ENSG00000266900	AC027514.1
ENSG00000270835	AP001425.1
ENSG00000265693	AC026271.4
ENSG00000132874	SLC14A2
ENSG00000260927	AC009107.2
ENSG00000201119	RNU1-33P
ENSG00000106384	MOGAT3
ENSG00000206791	RNU1-129P
ENSG00000215964	
ENSG00000243817	RN7SL189P
ENSG00000139200	PIANP
ENSG00000240006	LINC02004
ENSG00000255128	HSPD1P3
ENSG00000224129	DPPA2P2
ENSG00000163075	CFAP221
ENSG00000120709	FAM53C
ENSG00000271820	AL109910.2
ENSG00000123989	CHPF
ENSG00000176034	
ENSG00000250949	AC093534.2
ENSG00000266521	AC021549.1
ENSG00000143851	PTPN7
ENSG00000255337	AP001830.1
ENSG00000124701	APOBEC2
ENSG00000140543	DET1
ENSG00000230872	MFSD13B
ENSG00000165694	FRMD7
ENSG00000221232	
ENSG00000251711	RNU6-632P
ENSG00000255197	AC090559.1
ENSG00000230328	AL359893.1
ENSG00000206746	RNU6-142P
ENSG00000066651	TRMT11
ENSG00000201444	RNU6-1082P
ENSG00000164129	NPY5R
ENSG00000163689	C3orf67
ENSG00000268111	
ENSG00000232203	SLC25A6P2
ENSG00000252819	
ENSG00000215572	ESRRAP1
ENSG00000226067	LINC00623
ENSG00000127249	ATP13A4
ENSG00000258352	AC119044.1
ENSG00000102069	
ENSG00000271705	RPL17P3
ENSG00000234863	AC096644.2
ENSG00000248174	LINC02268
ENSG00000254373	AC112191.2
ENSG00000240135	PSMD12P
ENSG00000156471	PTDSS1
ENSG00000225105	LINC01076
ENSG00000188424	
ENSG00000099326	MZF1
ENSG00000269802	AC011491.3
ENSG00000241360	PDXP
ENSG00000124275	MTRR
ENSG00000183038	
ENSG00000207589	MIR508
ENSG00000240963	AL645465.1
ENSG00000208037	MIR320A
ENSG00000174013	FBXO45
ENSG00000253474	AC022568.1
ENSG00000176624	MEX3C
ENSG00000232644	AC005297.2
ENSG00000166439	RNF169
ENSG00000256750	LINC02423
ENSG00000258311	AC009779.3
ENSG00000242473	KIR2DP1
ENSG00000261524	ABCB10P3
ENSG00000233703	AC027673.1
ENSG00000264689	AC015688.2
ENSG00000177272	KCNA3
ENSG00000114770	ABCC5
ENSG00000270604	HCG17
ENSG00000152034	MCHR2
ENSG00000133055	MYBPH
ENSG00000148444	COMMD3
ENSG00000254479	SLC25A1P1
ENSG00000267429	AC006116.6
ENSG00000224497	RPL36P4
ENSG00000257826	AL133304.2
ENSG00000106484	MEST
ENSG00000176407	KCMF1
ENSG00000222438	RNU6-1077P
ENSG00000184350	MRGPRE
ENSG00000268970	AC022150.2
ENSG00000201498	RF00019
ENSG00000047230	CTPS2
ENSG00000228453	RPS15AP9
ENSG00000138495	COX17
ENSG00000132423	COQ3
ENSG00000174844	DNAH12
ENSG00000175344	CHRNA7
ENSG00000062282	DGAT2
ENSG00000235282	DYNLL1P3
ENSG00000188334	BSPH1
ENSG00000068796	KIF2A
ENSG00000238079	AL356121.1
ENSG00000266859	
ENSG00000269888	AC112491.1
ENSG00000231726	HMGN2P38
ENSG00000258874	AC009396.3
ENSG00000130427	EPO
ENSG00000078579	FGF20
ENSG00000235748	SEPT14P12
ENSG00000228072	AL139008.2
ENSG00000272377	
ENSG00000188649	CC2D2B
ENSG00000141150	
ENSG00000188379	IFNA2
ENSG00000152229	PSTPIP2
ENSG00000092295	TGM1
ENSG00000250884	OR7E85P
ENSG00000119227	PIGZ
ENSG00000186710	CFAP73
ENSG00000257726	AC078880.2
ENSG00000137648	TMPRSS4
ENSG00000187008	
ENSG00000226498	RPSAP21
ENSG00000230741	Z82173.1
ENSG00000198754	OXCT2
ENSG00000222309	
ENSG00000266927	
ENSG00000232626	AC099336.1
ENSG00000258996	PPIAP5
ENSG00000248332	TUB-AS1
ENSG00000228211	HYALP1
ENSG00000242943	NKAIN1P1
ENSG00000260439	LMF1-AS1
ENSG00000164713	BRI3
ENSG00000228561	AC026355.1
ENSG00000226044	
ENSG00000260706	AC022166.1
ENSG00000197934	CYYR1-AS1
ENSG00000186073	C15orf41
ENSG00000221746	
ENSG00000169126	ARMC4
ENSG00000019169	MARCO
ENSG00000252285	
ENSG00000013306	SLC25A39
ENSG00000106128	GHRHR
ENSG00000237848	AL606489.2
ENSG00000236173	AL049612.1
ENSG00000199020	MIR381
ENSG00000207334	RNU6-12P
ENSG00000108840	HDAC5
ENSG00000257749	
ENSG00000271696	AC023141.13
ENSG00000207080	RF00019
ENSG00000253293	HOXA10
ENSG00000226234	KRT18P24
ENSG00000120253	NUP43
ENSG00000007129	CEACAM21
ENSG00000263105	AC009171.2
ENSG00000250764	AC025178.1
ENSG00000220583	RPL35P2
ENSG00000253431	SRPK2P
ENSG00000240202	RN7SL223P
ENSG00000259173	AC090515.3
ENSG00000231829	AL157834.1
ENSG00000261478	AC013391.3
ENSG00000185267	CDNF
ENSG00000267172	AC022031.1
ENSG00000132967	HMGB1P5
ENSG00000206822	RF00019
ENSG00000222041	CYTOR
ENSG00000267101	AC090376.1
ENSG00000271956	
ENSG00000259061	AL358292.1
ENSG00000140025	EFCAB11
ENSG00000241286	RPL29P25
ENSG00000237674	GSTA7P
ENSG00000174775	HRAS
ENSG00000130270	ATP8B3
ENSG00000163406	SLC15A2
ENSG00000266780	MIR4444-2
ENSG00000261558	LINC01859
ENSG00000213091	PHBP1
ENSG00000264739	AC093484.2
ENSG00000169495	HTRA4
ENSG00000171953	ATPAF2
ENSG00000236324	AL035634.1
ENSG00000118894	EEF2KMT
ENSG00000204437	CTSLP6
ENSG00000239581	
ENSG00000182472	CAPN12
ENSG00000174093	
ENSG00000207391	RF00019
ENSG00000248864	AC114316.1
ENSG00000160255	ITGB2
ENSG00000258903	AL390816.2
ENSG00000260931	
ENSG00000227675	
ENSG00000091704	CPA1
ENSG00000218476	AL591416.1
ENSG00000064607	SUGP2
ENSG00000162438	CTRC
ENSG00000242140	AC083904.1
ENSG00000165949	IFI27
ENSG00000230014	LINC00709
ENSG00000259098	AC025884.2
ENSG00000258733	LINC02328
ENSG00000243085	AL390726.1
ENSG00000214878	RPL5P31
ENSG00000080166	DCT
ENSG00000255388	AC021006.2
ENSG00000229261	AL596223.1
ENSG00000250406	AC109811.1
ENSG00000260741	AC099482.1
ENSG00000202151	RNY4P28
ENSG00000129566	TEP1
ENSG00000088448	ANKRD10
ENSG00000215630	GUSBP9
ENSG00000176978	DPP7
ENSG00000232794	HNRNPDP1
ENSG00000184022	OR2T10
ENSG00000250834	KRT18P54
ENSG00000147434	CHRNA6
ENSG00000075292	ZNF638
ENSG00000257504	LINC02297
ENSG00000233539	AC011294.1
ENSG00000266171	AP001020.3
ENSG00000125037	EMC3
ENSG00000216035	MIR938
ENSG00000226532	AL022718.1
ENSG00000260528	FAM157C
ENSG00000175147	TMEM51-AS1
ENSG00000243238	IGKV2-30
ENSG00000200635	RF00019
ENSG00000164418	GRIK2
ENSG00000249041	AC009567.1
ENSG00000006128	TAC1
ENSG00000269534	AC011466.3
ENSG00000199326	RNU6-1298P
ENSG00000112294	ALDH5A1
ENSG00000253292	MIOXP1
ENSG00000162882	HAAO
ENSG00000250857	TRIM60P15
ENSG00000226996	AP000477.1
ENSG00000253199	LINC02153
ENSG00000134109	EDEM1
ENSG00000135577	NMBR
ENSG00000249334	AC084048.1
ENSG00000090447	TFAP4
ENSG00000100739	BDKRB1
ENSG00000261787	TCF24
ENSG00000135744	AGT
ENSG00000227592	PIGFP3
ENSG00000224537	MEP1AP4
ENSG00000251895	RNU6-976P
ENSG00000144401	METTL21A
ENSG00000100678	SLC8A3
ENSG00000196593	ANKRD20A19P
ENSG00000113073	SLC4A9
ENSG00000261247	GOLGA8T
ENSG00000250980	AC113155.1
ENSG00000264569	AC137723.1
ENSG00000223495	AC239859.2
ENSG00000164236	ANKRD33B
ENSG00000218073	AL021407.3
ENSG00000124702	KLHDC3
ENSG00000262081	IL9RP4
ENSG00000199667	RF00019
ENSG00000264595	AC103808.2
ENSG00000188451	SRP72P2
ENSG00000133119	RFC3
ENSG00000178146	AL672207.1
ENSG00000243518	AC108729.2
ENSG00000204950	LRRC10B
ENSG00000239774	AC125618.1
ENSG00000185532	PRKG1
ENSG00000145779	TNFAIP8
ENSG00000265881	PDLIM1P2
ENSG00000271021	AC239600.1
ENSG00000250893	AC098869.2
ENSG00000185052	SLC24A3
ENSG00000167723	TRPV3
ENSG00000239789	MRPS17
ENSG00000234953	AL138799.4
ENSG00000106006	HOXA6
ENSG00000255951	AC022364.2
ENSG00000147724	FAM135B
ENSG00000198217	OR51H2P
ENSG00000236247	
ENSG00000095370	SH2D3C
ENSG00000237729	AC002075.2
ENSG00000173457	PPP1R14B
ENSG00000235266	RPL22P17
ENSG00000179449	
ENSG00000135749	PCNX2
ENSG00000198680	TUSC1
ENSG00000108576	SLC6A4
ENSG00000211698	TRGV4
ENSG00000242327	AC023906.1
ENSG00000271133	AC004130.1
ENSG00000261063	AC009139.2
ENSG00000253365	IGKV1D-22
ENSG00000047644	WWC3
ENSG00000160460	SPTBN4
ENSG00000187144	SPATA21
ENSG00000234325	MRPS10P2
ENSG00000213512	GBP7
ENSG00000260786	AC108099.1
ENSG00000183625	CCR3
ENSG00000260021	AC098934.4
ENSG00000252257	RN7SKP265
ENSG00000229711	AL512366.1
ENSG00000151952	TMEM132D
ENSG00000100650	SRSF5
ENSG00000213066	FGFR1OP
ENSG00000225791	TRAM2-AS1
ENSG00000269364	LINC01233
ENSG00000231145	
ENSG00000112782	CLIC5
ENSG00000216109	
ENSG00000238321	
ENSG00000238924	RNU7-82P
ENSG00000262855	AC012146.4
ENSG00000121104	FAM117A
ENSG00000137822	TUBGCP4
ENSG00000183506	PI4KAP2
ENSG00000102595	UGGT2
ENSG00000253619	AC068413.1
ENSG00000258766	DIO2-AS1
ENSG00000246889	AP000487.1
ENSG00000240423	LINC00636
ENSG00000208003	MIR549A
ENSG00000199592	RNA5SP321
ENSG00000204456	AP003122.1
ENSG00000272015	RF00091
ENSG00000175206	NPPA
ENSG00000206759	RNU6-787P
ENSG00000211630	
ENSG00000155957	TMBIM4
ENSG00000226471	Z93930.2
ENSG00000266252	
ENSG00000213676	ATF6B
ENSG00000105290	APLP1
ENSG00000224420	ADM5
ENSG00000256025	CACNA1C-AS4
ENSG00000174837	ADGRE1
ENSG00000255976	RAB11AP2
ENSG00000163754	GYG1
ENSG00000235743	AL139231.1
ENSG00000272692	AC010997.4
ENSG00000228862	AC068389.1
ENSG00000183978	COA3
ENSG00000213375	
ENSG00000095794	CREM
ENSG00000268201	AC020915.2
ENSG00000183696	UPP1
ENSG00000144445	KANSL1L
ENSG00000017427	IGF1
ENSG00000037897	METTL1
ENSG00000222678	RN7SKP213
ENSG00000010810	FYN
ENSG00000238657	
ENSG00000271454	AL353729.2
ENSG00000229310	RPP40P1
ENSG00000166707	ZCCHC18
ENSG00000211657	IGLV3-32
ENSG00000272489	AL132656.3
ENSG00000255364	SMILR
ENSG00000231683	AL033397.1
ENSG00000234710	AC060834.2
ENSG00000214113	LYRM4
ENSG00000143641	GALNT2
ENSG00000258204	AC008126.1
ENSG00000251869	SCARNA23
ENSG00000270775	AP000436.1
ENSG00000103194	USP10
ENSG00000124541	RRP36
ENSG00000221793	
ENSG00000221385	
ENSG00000233499	OR5B1P
ENSG00000236413	AL662874.1
ENSG00000252455	
ENSG00000111229	ARPC3
ENSG00000070886	EPHA8
ENSG00000221050	
ENSG00000253452	AC100818.1
ENSG00000238261	
ENSG00000267147	LINC01842
ENSG00000272361	AC005014.2
ENSG00000102934	PLLP
ENSG00000169252	ADRB2
ENSG00000211918	IGHD2-15
ENSG00000237257	MTND2P8
ENSG00000236495	AL158168.1
ENSG00000234993	CUBNP2
ENSG00000254002	AC012574.2
ENSG00000252159	
ENSG00000233197	TMEM256P1
ENSG00000130822	PNCK
ENSG00000224005	
ENSG00000131067	GGT7
ENSG00000213964	CHCHD4P4
ENSG00000176182	MYPOP
ENSG00000227035	MTATP6P18
ENSG00000226985	LINC01203
ENSG00000252542	SNORD36C
ENSG00000244556	ODCP
ENSG00000214754	AC004870.1
ENSG00000207336	RNU6-658P
ENSG00000264859	DSG2-AS1
ENSG00000139269	INHBE
ENSG00000129103	SUMF2
ENSG00000197245	FAM110D
ENSG00000267699	AC091551.1
ENSG00000164465	DCBLD1
ENSG00000197990	ZNF734P
ENSG00000272861	AC012360.2
ENSG00000273407	AC069294.1
ENSG00000112761	WISP3
ENSG00000248449	PCDHGB8P
ENSG00000108953	YWHAE
ENSG00000253733	LZTS1-AS1
ENSG00000174914	OR9G1
ENSG00000271886	MIR98
ENSG00000170075	GPR37L1
ENSG00000183706	OR4N4
ENSG00000142856	ITGB3BP
ENSG00000265333	MIR3137
ENSG00000118454	ANKRD13C
ENSG00000228933	AC107419.1
ENSG00000164096	C4orf3
ENSG00000201674	RF00012
ENSG00000117528	ABCD3
ENSG00000215943	MIR892A
ENSG00000265874	MIR4489
ENSG00000073849	ST6GAL1
ENSG00000143776	CDC42BPA
ENSG00000175048	ZDHHC14
ENSG00000071282	LMCD1
ENSG00000252987	RNA5SP66
ENSG00000214954	LRRC69
ENSG00000249428	
ENSG00000200029	RNU6-642P
ENSG00000162804	SNED1
ENSG00000179055	OR13D1
ENSG00000116903	EXOC8
ENSG00000254926	AP000445.2
ENSG00000199240	RNA5SP46
ENSG00000254631	AP001372.1
ENSG00000261175	LINC02188
ENSG00000236961	AL136131.2
ENSG00000233891	AC007179.2
ENSG00000227118	BTF3P13
ENSG00000236017	ASMTL-AS1
ENSG00000226164	FGFR3P6
ENSG00000198106	AC025279.1
ENSG00000242113	RN7SL124P
ENSG00000259577	CERNA1
ENSG00000264225	
ENSG00000239314	MORC1-AS1
ENSG00000231298	LINC00704
ENSG00000235325	AC009963.3
ENSG00000204671	IL31
ENSG00000244278	AP000235.1
ENSG00000201596	RF00019
ENSG00000186496	ZNF396
ENSG00000065057	NTHL1
ENSG00000234217	RBPJP7
ENSG00000265545	AP005403.1
ENSG00000253345	IGHVII-22-1
ENSG00000105953	OGDH
ENSG00000241595	KRTAP9-4
ENSG00000135441	BLOC1S1
ENSG00000213096	ZNF254
ENSG00000163491	NEK10
ENSG00000223981	
ENSG00000257523	LINC02326
ENSG00000211751	TRBC1
ENSG00000261586	AC068987.4
ENSG00000094804	CDC6
ENSG00000170486	KRT72
ENSG00000152217	SETBP1
ENSG00000101349	PAK5
ENSG00000196277	GRM7
ENSG00000128815	WDFY4
ENSG00000228265	
ENSG00000211809	TRAV27
ENSG00000166004	CEP295
ENSG00000230704	AL021940.1
ENSG00000213950	RPS10P2
ENSG00000237389	AL645634.2
ENSG00000136643	RPS6KC1
ENSG00000223719	AC069277.2
ENSG00000238740	
ENSG00000135763	URB2
ENSG00000187003	ACTL7A
ENSG00000187481	HSD3BP1
ENSG00000222581	RNU2-47P
ENSG00000201277	RF00019
ENSG00000227815	AL359265.1
ENSG00000226705	SDCBPP1
ENSG00000115073	ACTR1B
ENSG00000189320	FAM180A
ENSG00000182242	
ENSG00000117266	CDK18
ENSG00000095752	IL11
ENSG00000225100	DPY19L2P5
ENSG00000100335	MIEF1
ENSG00000232411	AC009495.2
ENSG00000101489	CELF4
ENSG00000114757	PEX5L
ENSG00000256915	AC090023.2
ENSG00000166960	CCDC178
ENSG00000239953	RN7SL273P
ENSG00000259490	IGHV3OR15-7
ENSG00000255966	AC006064.3
ENSG00000131943	C19orf12
ENSG00000117400	MPL
ENSG00000258649	AL392023.1
ENSG00000249405	AC022441.1
ENSG00000121481	RNF2
ENSG00000267324	AC006557.2
ENSG00000223169	RNA5SP209
ENSG00000172336	POP7
ENSG00000251455	AC092611.1
ENSG00000273366	Z83851.2
ENSG00000268839	AC020914.2
ENSG00000234639	AC009263.1
ENSG00000137504	CREBZF
ENSG00000221175	
ENSG00000145741	BTF3
ENSG00000234911	TEX21P
ENSG00000091428	RAPGEF4
ENSG00000205837	LINC00487
ENSG00000252787	RF00569
ENSG00000271650	AL031601.1
ENSG00000253223	AC110998.1
ENSG00000214510	SPINK13
ENSG00000252245	
ENSG00000162104	ADCY9
ENSG00000213079	SCAF8
ENSG00000241566	IGKV2D-24
ENSG00000138709	LARP1B
ENSG00000232077	LINC01031
ENSG00000184900	SUMO3
ENSG00000270149	AL591806.3
ENSG00000240527	AL365273.1
ENSG00000103832	GOLGA8UP
ENSG00000204658	CST9LP2
ENSG00000197746	PSAP
ENSG00000199673	SNORD16
ENSG00000238227	TMEM250
ENSG00000144140	
ENSG00000183019	MCEMP1
ENSG00000262026	
ENSG00000233867	SLC9B1P3
ENSG00000223498	AL929302.1
ENSG00000205363	C15orf59
ENSG00000076242	MLH1
ENSG00000200320	SNORA63
ENSG00000110756	HPS5
ENSG00000237085	AC127391.1
ENSG00000214717	ZBED1
ENSG00000179296	
ENSG00000227788	MTCO3P43
ENSG00000234464	AL356010.2
ENSG00000163220	S100A9
ENSG00000182583	VCX
ENSG00000268838	
ENSG00000237126	AC073254.1
ENSG00000254768	AC104009.1
ENSG00000212101	
ENSG00000242607	RPS3AP34
ENSG00000271284	SMIM12P1
ENSG00000137727	ARHGAP20
ENSG00000143816	WNT9A
ENSG00000164327	RICTOR
ENSG00000108381	ASPA
ENSG00000239969	AC091390.4
ENSG00000250092	AC096576.3
ENSG00000262031	LINC01974
ENSG00000196850	PPTC7
ENSG00000083828	ZNF586
ENSG00000273362	AP000547.2
ENSG00000224356	AL356966.1
ENSG00000260162	AC134312.2
ENSG00000255455	AP003486.1
ENSG00000199562	RNU6-37P
ENSG00000200830	RN7SKP134
ENSG00000205898	AC019155.1
ENSG00000258405	ZNF578
ENSG00000252139	RF00283
ENSG00000226619	AL137001.1
ENSG00000215456	BCRP4
ENSG00000168502	MTCL1
ENSG00000232215	OR2L6P
ENSG00000260141	AC145350.2
ENSG00000236296	GUSBP5
ENSG00000005001	PRSS22
ENSG00000261548	HLA-P
ENSG00000270790	AC025588.3
ENSG00000269386	RAB11B-AS1
ENSG00000228818	AL359918.1
ENSG00000141560	FN3KRP
ENSG00000162607	USP1
ENSG00000118193	KIF14
ENSG00000267218	AC005336.2
ENSG00000267359	AC015911.6
ENSG00000264151	AC090403.1
ENSG00000260290	AC092115.1
ENSG00000243300	
ENSG00000211678	IGLJ3
ENSG00000249780	AC093809.1
ENSG00000129484	PARP2
ENSG00000221496	RF00012
ENSG00000197694	SPTAN1
ENSG00000230618	H3F3AP3
ENSG00000156515	HK1
ENSG00000213435	ATP6V0CP3
ENSG00000214178	PPIAP23
ENSG00000137261	KIAA0319
ENSG00000133477	FAM83F
ENSG00000223368	AL513124.1
ENSG00000196597	ZNF782
ENSG00000215553	KRT18P3
ENSG00000086015	MAST2
ENSG00000186204	CYP4F12
ENSG00000228696	ARL17B
ENSG00000171045	TSNARE1
ENSG00000247363	AC090061.1
ENSG00000223036	
ENSG00000264290	AC104564.3
ENSG00000242216	RN7SL97P
ENSG00000186007	LEMD1
ENSG00000117054	ACADM
ENSG00000251951	RN7SKP34
ENSG00000138814	PPP3CA
ENSG00000125246	CLYBL
ENSG00000225402	AC010878.1
ENSG00000230428	AL049542.1
ENSG00000249819	AC112240.1
ENSG00000250476	ENPP7P9
ENSG00000254223	
ENSG00000153317	ASAP1
ENSG00000119638	NEK9
ENSG00000254510	AP001107.5
ENSG00000222685	RN7SKP119
ENSG00000233216	AL357373.1
ENSG00000266767	AP000897.2
ENSG00000272108	AC244517.1
ENSG00000131779	PEX11B
ENSG00000231061	LINC00395
ENSG00000185823	NPAP1
ENSG00000271632	AL589743.4
ENSG00000237412	PRSS56
ENSG00000179938	GOLGA8J
ENSG00000270959	LPP-AS2
ENSG00000249602	AL589765.4
ENSG00000263439	MIR4753
ENSG00000109610	SOD3
ENSG00000270975	MAGOH3P
ENSG00000272834	AL022238.3
ENSG00000239661	AC092925.1
ENSG00000207240	RF00019
ENSG00000198967	OR10Z1
ENSG00000258663	AL117190.2
ENSG00000141378	PTRH2
ENSG00000185483	ROR1
ENSG00000197885	NKIRAS1
ENSG00000102226	USP11
ENSG00000121895	TMEM156
ENSG00000227496	AC099066.2
ENSG00000100626	GALNT16
ENSG00000269776	DPPA5P1
ENSG00000155827	RNF20
ENSG00000006118	TMEM132A
ENSG00000178750	STX19
ENSG00000225721	AL592166.1
ENSG00000272346	AC103810.9
ENSG00000223726	AL020994.1
ENSG00000121316	PLBD1
ENSG00000267275	AC020911.2
ENSG00000126016	AMOT
ENSG00000236513	AC074035.1
ENSG00000144792	ZNF660
ENSG00000200492	RF00012
ENSG00000139914	FITM1
ENSG00000248891	AC091860.1
ENSG00000182646	
ENSG00000213923	CSNK1E
ENSG00000198854	C1orf68
ENSG00000185372	OR2V1
ENSG00000168014	C2CD3
ENSG00000198788	MUC2
ENSG00000200047	RN7SKP115
ENSG00000260670	AC134508.1
ENSG00000179363	TMEM31
ENSG00000169432	SCN9A
ENSG00000252964	RNA5SP400
ENSG00000265461	
ENSG00000101126	ADNP
ENSG00000182722	SEPHS1P1
ENSG00000222586	
ENSG00000169604	ANTXR1
ENSG00000258794	DUX4L27
ENSG00000175894	TSPEAR
ENSG00000164087	POC1A
ENSG00000244034	RN7SL424P
ENSG00000236905	AC104333.3
ENSG00000224853	LINC00393
ENSG00000227908	AC016596.1
ENSG00000229324	NUTF2P7
ENSG00000253438	PCAT1
ENSG00000158711	ELK4
ENSG00000256508	MRGPRF-AS1
ENSG00000265484	AC091691.2
ENSG00000222114	RNU6-985P
ENSG00000249320	AC133963.2
ENSG00000235751	
ENSG00000236389	AL121970.1
ENSG00000131188	PRR7
ENSG00000143751	SDE2
ENSG00000230339	AC015818.1
ENSG00000237693	IRGM
ENSG00000227558	
ENSG00000137124	ALDH1B1
ENSG00000189182	KRT77
ENSG00000113312	TTC1
ENSG00000231183	AC007003.1
ENSG00000166508	MCM7
ENSG00000225400	RAB28P5
ENSG00000258751	AL358335.2
ENSG00000164746	C7orf57
ENSG00000256923	AC084819.1
ENSG00000228775	WEE2-AS1
ENSG00000080947	CROCCP3
ENSG00000265662	
ENSG00000200393	RNU6-698P
ENSG00000251491	OR7E28P
ENSG00000159588	CCDC17
ENSG00000253229	HIGD1AP6
ENSG00000163590	PPM1L
ENSG00000048828	FAM120A
ENSG00000214145	LINC00887
ENSG00000266005	
ENSG00000260329	AC007541.1
ENSG00000228853	NEGR1-IT1
ENSG00000257998	AC123904.3
ENSG00000227070	AC104170.1
ENSG00000266532	
ENSG00000181798	LINC00471
ENSG00000205940	HSP90AB2P
ENSG00000148702	HABP2
ENSG00000207641	MIR510
ENSG00000106367	AP1S1
ENSG00000188383	GPAT2P2
ENSG00000075240	GRAMD4
ENSG00000253080	RNA5SP373
ENSG00000267180	AC007136.1
ENSG00000214684	AC003045.1
ENSG00000213626	LBH
ENSG00000258426	AL162872.1
ENSG00000228159	LINC01674
ENSG00000066933	MYO9A
ENSG00000143520	FLG2
