,SA599177,SA599143,SA598026,SA598002,SA601548,SA598067,SA599175,SA599123,SA598046,SA599154,SA599107,SA598013,SA598029,SA599136,SA598027,SA598003,SA598017,SA599169,SA599118,SA601545,SA599102,SA599088,SA598025,SA599157,SA598014,SA599112,SA599132,SA598018,SA599094,SA598012,SA598062,SA599146,SA599092,SA599098,SA599166,SA598001,SA599104,SA598040
cg26237681,0.81097357,0.052600179,0.0670194,0.46503903,0.549360925,0.056551376,0.784499941,0.832140534,0.05771271,0.435024592,0.216439738,0.112228929,0.084148936,0.092847817,0.050340283,0.527360571,0.045748116,0.069069446,0.506044487,0.657676869,0.739745403,0.129661684,0.062264796,0.45210903,0.125427926,0.249679624,0.057521186,0.032905561,0.110998991,0.076252723,0.060409924,0.040449976,0.029270937,0.82329006,0.051309146,0.118578602,0.100075407,0.064264139
cg09368936,0.374242907,0.611195901,0.042622066,0.435349985,0.418970077,0.031756692,0.360901235,0.743257905,0.055992854,0.570099708,0.031947,0.659821346,0.035843495,0.182688104,0.505641262,0.440767026,0.038550501,0.033976299,0.539597919,0.465035814,0.048102926,0.02308968,0.310848351,0.612439558,0.799410504,0.035591426,0.175471909,0.030191898,0.037278658,0.740014302,0.043786982,0.766247379,0.115946296,0.028392784,0.038342033,0.649580699,0.039660748,0.039457951
cg15034345,0.048339223,0.075601511,0.076209725,0.07269626,0.51922445,0.0819063,0.04856837,0.836600306,0.237633062,0.698044512,0.026105524,0.72376099,0.098494395,0.101447284,0.060968971,0.098575473,0.048463284,0.033754636,0.675085759,0.716959702,0.036896658,0.105102451,0.078514739,0.745642901,0.097089527,0.039333245,0.073679403,0.044299472,0.057964216,0.071495996,0.063445311,0.036420102,0.661874641,0.040703939,0.043974053,0.701957392,0.053055202,0.107102859
cg06750832,0.039631989,0.056054011,0.046014632,0.089129675,0.533020395,0.03129784,0.035315424,0.813876879,0.081335735,0.776652396,0.025429715,0.753136149,0.03967352,0.043546099,0.043969849,0.089633046,0.052769506,0.0463877,0.615083418,0.643978134,0.043332361,0.024760077,0.057260995,0.788153913,0.087967146,0.034991974,0.063442051,0.052018546,0.034984277,0.067526434,0.059703748,0.039488636,0.479109423,0.04684755,0.047884096,0.67237962,0.045352798,0.049858798
cg10598353,0.026936219,0.172097136,0.275501348,0.032028057,0.628179089,0.25843937,0.028970652,0.596726833,0.105045621,0.504610151,0.803654252,0.544125422,0.185750351,0.570538425,0.00713313,0.056611418,0.020356556,0.030511555,0.535624204,0.708998257,0.314925704,0.014926136,0.022998241,0.486553022,0.660897452,0.814420174,0.570608712,0.019883956,0.041662086,0.713145353,0.223077416,0.031184246,0.08858945,0.467291711,0.034673816,0.583939433,0.02606195,0.199434738
cg19735590,0.588698599,0.1691271,0.059835629,0.119100937,0.531960303,0.285542398,0.535118565,0.440629403,0.11803991,0.781868704,0.333438919,0.739732045,0.060834967,0.476908365,0.477306883,0.115855602,0.051217847,0.084253579,0.042720354,0.631701031,0.098591549,0.542110064,0.307091552,0.768956343,0.842828262,0.063379381,0.378949343,0.053510023,0.086652495,0.838201205,0.270975277,0.052298185,0.748673599,0.099745775,0.079359301,0.628483846,0.092112401,0.094372636
cg10512745,0.787611016,0.045387328,0.09743998,0.392081225,0.531986231,0.047627494,0.753827058,0.204683312,0.203064911,0.044093316,0.595218226,0.827596403,0.117043258,0.066636352,0.016184442,0.336972035,0.024641672,0.038104206,0.135162602,0.600445186,0.033641161,0.791156993,0.042225788,0.043847875,0.071935888,0.041626597,0.060320953,0.025559766,0.022506562,0.039107863,0.030853157,0.022648336,0.045647123,0.023088216,0.044248326,0.76802244,0.046847849,0.107303652
cg14394692,0.70066168,0.053489178,0.069017254,0.698482378,0.39950104,0.039083282,0.651829758,0.800092166,0.129389364,0.659248155,0.648955831,0.742658881,0.090909091,0.562263119,0.487036795,0.815351618,0.386636805,0.016924929,0.584520048,0.583669016,0.375718211,0.599240266,0.33272212,0.684690851,0.034582299,0.543953935,0.463139223,0.400217732,0.032127058,0.065837842,0.033257533,0.351748699,0.695861486,0.355153649,0.043774128,0.687224303,0.040144247,0.095562263
cg02300154,0.542729375,0.025495751,0.089152151,0.033298117,0.599231908,0.030282984,0.541440744,0.513999346,0.177430749,0.876123704,0.409502895,0.036701118,0.16095513,0.037933084,0.018893028,0.048475551,0.031118143,0.04087644,0.459292497,0.711233188,0.005987285,0.75832905,0.011685153,0.873293381,0.039568209,0.376763759,0.040329162,0.007822149,0.019024904,0.042086153,0.040277677,0.009853474,0.062261161,0.008982313,0.051244189,0.055912866,0.026246862,0.209241662
cg24542751,0.06781721,0.111044456,0.059122603,0.482784801,0.572764089,0.067757853,0.073197039,0.784169351,0.052278535,0.401637219,0.443397189,0.65012314,0.066403715,0.871584564,0.115173775,0.430586081,0.083389678,0.633384119,0.558274442,0.619446657,0.336745039,0.721883754,0.074255385,0.420381655,0.116965261,0.582939414,0.828341639,0.077685422,0.066735823,0.096424473,0.093307365,0.059814077,0.244360902,0.057745642,0.566823052,0.641503152,0.061659821,0.083620017
cg05013728,0.078591151,0.162555823,0.075928423,0.055713071,0.51009741,0.078069175,0.097224007,0.813560562,0.075857864,0.376256,0.36552774,0.759622972,0.098019022,0.819824249,0.254736193,0.052625776,0.757677194,0.130363985,0.473113739,0.606072681,0.339221196,0.730363345,0.197256234,0.454471545,0.272070796,0.531025433,0.836734694,0.762752792,0.075697893,0.243196574,0.077171456,0.19867877,0.136431277,0.061634275,0.106101355,0.645160037,0.079167202,0.074158791
cg15310637,0.841805969,0.393544948,0.042366241,0.219397757,0.646398709,0.408474664,0.828781288,0.118444276,0.186455441,0.088492902,0.565019011,0.81215566,0.037507947,0.055998717,0.05685664,0.13381935,0.065810874,0.044055055,0.065301758,0.747816516,0.025355176,0.055107262,0.052110776,0.069923432,0.178560695,0.490515988,0.075190068,0.053235053,0.048707579,0.289690366,0.346160091,0.525985983,0.023542823,0.030159058,0.046055684,0.753456162,0.038122089,0.061657359
cg09424526,0.812853678,0.029168495,0.089639493,0.088820485,0.388895152,0.046778278,0.758378264,0.174168453,0.069416682,0.26273511,0.132005533,0.336351632,0.118239991,0.749578588,0.369186226,0.076378433,0.817722598,0.210848708,0.240757856,0.580212083,0.174934726,0.020763563,0.233495066,0.209853903,0.045673433,0.054659759,0.83832446,0.820092871,0.046980628,0.051624226,0.04040747,0.019944904,0.672474055,0.153777425,0.225993924,0.418793973,0.052625584,0.113053313
cg07039180,0.089296452,0.078194791,0.100970713,0.090569766,0.618260527,0.091749263,0.087255483,0.877226463,0.100362757,0.415251276,0.097298692,0.788143829,0.102522243,0.073877523,0.091609778,0.094789113,0.799958084,0.09782379,0.534167398,0.684428545,0.078611592,0.169466248,0.084865196,0.424233336,0.107292972,0.09299049,0.065697925,0.835919671,0.090435688,0.167130082,0.108249881,0.10468503,0.041908863,0.096886415,0.091672569,0.789410852,0.116046213,0.09714795
cg06094615,0.721246745,0.041060909,0.097825181,0.039764399,0.474705122,0.054593147,0.690667968,0.821860659,0.077155006,0.78118364,0.031576963,0.375929441,0.143038082,0.053172448,0.461250787,0.068000118,0.026321287,0.058182361,0.601119183,0.573674514,0.023692768,0.038785835,0.345835415,0.804288778,0.048011014,0.021237533,0.04049716,0.023391171,0.047665124,0.043830871,0.061692283,0.025293086,0.51976003,0.018713362,0.069647103,0.392539143,0.046904631,0.144651239
cg20384898,0.051722966,0.038357343,0.067935744,0.477325775,0.531263232,0.054753049,0.043717277,0.780099813,0.124512172,0.651235613,0.650763228,0.511472015,0.055022442,0.715546091,0.584123223,0.443341321,0.424513903,0.062884952,0.45355954,0.659679408,0.688538848,0.384191176,0.350904166,0.71538969,0.057441151,0.740858829,0.715154094,0.418181818,0.068693009,0.056652424,0.065151244,0.291512243,0.329465824,0.751994369,0.055818699,0.532226901,0.046537018,0.05508877
cg08530237,0.809762712,0.039005302,0.112904547,0.057195984,0.536004109,0.060196234,0.727507375,0.839334276,0.107136615,0.716821192,0.284369115,0.778977791,0.135423254,0.643330088,0.500420168,0.079757118,0.113080402,0.063463757,0.578538103,0.600067385,0.324875685,0.277108434,0.295080493,0.688724766,0.263641698,0.531577634,0.611785714,0.068668281,0.039800057,0.222880152,0.085621971,0.037146663,0.071957823,0.418682903,0.067928731,0.601544221,0.047480821,0.149677527
cg16732469,0.022358832,0.052163954,0.036901612,0.035958621,0.581391784,0.025075489,0.039528078,0.855774544,0.104778101,0.497868606,0.023684211,0.807221164,0.026768743,0.065994962,0.02236725,0.0364171,0.035453529,0.019671607,0.653361036,0.713987802,0.015947154,0.084620586,0.041963579,0.514541288,0.057499762,0.021964135,0.050398931,0.029155496,0.025592132,0.059931507,0.030959752,0.030353201,0.486031871,0.039091281,0.029435079,0.756510945,0.029340225,0.032661135
cg03044249,0.536659514,0.04249058,0.183894566,0.076512093,0.646612366,0.089380608,0.555274447,0.540073248,0.070163625,0.872479327,0.451259049,0.089471494,0.254263112,0.060980963,0.051827686,0.039939926,0.059438897,0.097388304,0.494068527,0.73479118,0.034395687,0.841281014,0.063515933,0.889247088,0.106985114,0.411511833,0.059804824,0.039928146,0.046493538,0.070530385,0.110623354,0.035114411,0.043084523,0.031683392,0.164174862,0.097827278,0.055408971,0.30161217
cg22299454,0.625071442,0.023687484,0.070109495,0.050751181,0.335454974,0.05410628,0.51674016,0.790444124,0.124157648,0.037879509,0.391023816,0.748504807,0.093220339,0.705381095,0.041575691,0.067444508,0.012191525,0.040313811,0.536407378,0.504904789,0.019438445,0.6125,0.033086635,0.058375635,0.247753719,0.390937318,0.842936596,0.023818937,0.042792626,0.296806304,0.054400336,0.006177887,0.100537222,0.504181185,0.048952514,0.648370066,0.042518758,0.086603851
cg05002590,0.059150626,0.058115512,0.055466879,0.669801791,0.571248147,0.185821404,0.055953079,0.811355544,0.077509294,0.559179317,0.078527009,0.717046634,0.052706892,0.697624453,0.047807947,0.717659252,0.051863963,0.07101464,0.449507051,0.629462928,0.459097005,0.203512891,0.047070669,0.553504859,0.067690779,0.067576975,0.695247697,0.056332401,0.070344678,0.068947611,0.186508484,0.05476496,0.211949505,0.497455189,0.063541147,0.628189509,0.055972148,0.05371629
cg15802396,0.755833652,0.090622699,0.049635876,0.417358437,0.397613305,0.059584134,0.711332436,0.634782609,0.094431953,0.587434806,0.083372938,0.100779967,0.056454961,0.041254409,0.650714911,0.347496555,0.053647895,0.110352673,0.263826659,0.146942397,0.699152834,0.044819985,0.392701206,0.597763257,0.784471278,0.078427308,0.039438771,0.055388985,0.097347463,0.746581586,0.053011061,0.066203873,0.161213563,0.760066803,0.114586598,0.104177132,0.086241896,0.053211683
cg00557947,0.396072593,0.048059052,0.602712253,0.067394235,0.07713747,0.02355765,0.503018643,0.820436854,0.132654802,0.12419175,0.08507177,0.071335262,0.384711922,0.948548475,0.064099498,0.068484011,0.022976609,0.069742593,0.788644171,0.123195756,0.027533748,0.054725149,0.029481318,0.087635054,0.115855462,0.027492605,0.932050288,0.031371434,0.054017604,0.199826389,0.034161195,0.027673064,0.05477874,0.025037556,0.059516261,0.083798392,0.368719858,0.347130494
cg04067139,0.71643592,0.030842666,0.045689783,0.080372291,0.633372229,0.027789171,0.688517266,0.923484715,0.045541747,0.27271897,0.01459578,0.437738085,0.073139403,0.061259835,0.020856968,0.058075566,0.009761072,0.027000283,0.706317228,0.739292046,0.018713027,0.023479742,0.023150321,0.32574097,0.043375242,0.019907877,0.04328827,0.024795251,0.0232637,0.042250879,0.021959789,0.028360656,0.126855258,0.020465279,0.030183181,0.596983987,0.03216088,0.073954116
cg00025647,0.751464729,0.043178411,0.060870577,0.55404463,0.403363307,0.035038932,0.703556359,0.54366981,0.144086256,0.724150142,0.595651286,0.372552368,0.067573909,0.83327831,0.529987171,0.638712776,0.549153507,0.19423955,0.069221744,0.44970569,0.268724079,0.14290114,0.302359882,0.70803485,0.090590591,0.147540984,0.79923647,0.555335968,0.050972502,0.074273326,0.059084699,0.039827669,0.023303009,0.608628659,0.155988105,0.426486486,0.048299083,0.058874742
cg20489026,0.385989603,0.50387278,0.365511551,0.427510264,0.417425228,0.026883151,0.370737599,0.060551954,0.035738032,0.124153346,0.461744584,0.509135537,0.287990838,0.76225443,0.485052399,0.474430773,0.682125734,0.024612159,0.019059884,0.490350518,0.022926727,0.596880791,0.367827702,0.123700662,0.813096516,0.440865124,0.747913761,0.593778591,0.016882908,0.847682608,0.016029963,0.771868295,0.013049894,0.014139227,0.015176358,0.46575734,0.026698147,0.311918435
cg22758454,0.078466773,0.070124481,0.14550681,0.06032359,0.287396256,0.074082983,0.137231142,0.78535083,0.054074038,0.670340402,0.050474684,0.782209276,0.194053423,0.066469365,0.059303539,0.080389592,0.03626943,0.039460021,0.674043311,0.612994862,0.056872038,0.766998135,0.079552926,0.733224101,0.084636984,0.033484371,0.075249643,0.041080644,0.04469079,0.055508217,0.080948219,0.050616024,0.104428486,0.04265032,0.03331225,0.76825457,0.044149954,0.227765196
cg02026062,0.757913474,0.358844926,0.072849834,0.056841968,0.507960829,0.054686538,0.692811902,0.80968478,0.092023537,0.248837209,0.11340608,0.677679463,0.08211501,0.773833671,0.450163821,0.068814514,0.055157038,0.052480783,0.579229033,0.627922662,0.44959106,0.036842995,0.270900113,0.176104418,0.077348066,0.341808819,0.742356662,0.046491228,0.067920128,0.05516632,0.051370652,0.529047655,0.017607994,0.450894111,0.046386786,0.591750474,0.05308903,0.100764088
cg03413465,0.786640568,0.030600462,0.078275889,0.038179148,0.331245302,0.044012511,0.701223582,0.843083004,0.052775775,0.440822053,0.75310013,0.480910522,0.098706038,0.034499514,0.525139089,0.043939485,0.21669999,0.04612388,0.428633106,0.307045297,0.028841752,0.171367874,0.279571664,0.503776018,0.036171744,0.851121544,0.038230933,0.26485082,0.045840155,0.0316599,0.040977961,0.024414063,0.024894344,0.037767172,0.048835847,0.561883822,0.040872598,0.09928689
cg06530490,0.650525237,0.061992068,0.091991342,0.070284273,0.111210432,0.056674176,0.650366212,0.08003096,0.061571125,0.620022183,0.261054099,0.501619171,0.103299167,0.524586065,0.045460358,0.084244953,0.057293438,0.041524621,0.092264303,0.533844615,0.049980245,0.034447975,0.065002997,0.665797376,0.847789631,0.718729785,0.619682634,0.05606196,0.086676031,0.804013805,0.04357268,0.052299268,0.2469261,0.042952675,0.035418736,0.453240482,0.074300016,0.181050657
cg21541833,0.661930274,0.021834553,0.144203665,0.086389831,0.369684211,0.034781666,0.650521555,0.910628629,0.267140426,0.288565566,0.034872299,0.781398226,0.170951398,0.454713115,0.048736244,0.072857659,0.35902122,0.045787909,0.841470658,0.747716302,0.20491625,0.462662524,0.033123197,0.425682508,0.060824397,0.055705301,0.336471204,0.347466635,0.032806691,0.058436415,0.059828118,0.033768959,0.192730809,0.04777475,0.023100304,0.657165905,0.051416393,0.105638308
cg07852757,0.077962905,0.043952713,0.063513681,0.074665186,0.605690647,0.068349106,0.070353214,0.814201054,0.220087816,0.803151239,0.069952067,0.153814433,0.0785448,0.067642957,0.057887306,0.093066609,0.059195662,0.091580502,0.53875319,0.625469925,0.070973859,0.053447707,0.079405675,0.821881607,0.78998779,0.079329461,0.074045743,0.056589862,0.095294961,0.773475789,0.069761092,0.081560764,0.022165042,0.064421669,0.082566209,0.209384323,0.08969555,0.08439866
cg06816106,0.107006294,0.053914928,0.074243472,0.054179303,0.656976744,0.053033413,0.098701153,0.868228691,0.22977281,0.087825735,0.756380799,0.739491874,0.067963482,0.45773683,0.089065456,0.076108871,0.04802194,0.057137348,0.283115992,0.723236966,0.078728236,0.235162254,0.071855501,0.08613035,0.071108043,0.813274982,0.440220497,0.059144729,0.062194686,0.062037731,0.052708526,0.058711736,0.047545119,0.087807097,0.060275183,0.698071577,0.068474061,0.0606147
cg13563903,0.773064581,0.067692791,0.076500698,0.363507493,0.511191518,0.058587258,0.762958592,0.815438528,0.194238683,0.354469697,0.744680851,0.381478999,0.085883098,0.692142767,0.057132234,0.401493333,0.471800988,0.073726881,0.543409877,0.456491593,0.053836053,0.073587385,0.05490411,0.432112069,0.083750783,0.77196024,0.557678227,0.421749452,0.081868884,0.055728986,0.063615755,0.055291854,0.717026043,0.058613508,0.070003584,0.37621098,0.065587575,0.097874187
cg24675150,0.665833203,0.019683779,0.144486035,0.043342162,0.102210851,0.023194716,0.619426599,0.914495114,0.040620569,0.679480063,0.015525759,0.064388686,0.219234869,0.292232235,0.023272966,0.068371259,0.013734353,0.057238176,0.791073012,0.487153943,0.034062319,0.703543784,0.048324022,0.650268294,0.052238183,0.016410485,0.416715464,0.035748126,0.039708118,0.093528072,0.058009423,0.009134328,0.054520037,0.025210908,0.040900263,0.072491479,0.032211711,0.200223188
cg11660826,0.701803051,0.084042879,0.066666667,0.082779673,0.512849049,0.055826762,0.673594132,0.817124524,0.156889038,0.687961823,0.325252878,0.693904842,0.0775,0.328082256,0.441233534,0.107214807,0.041868111,0.065157579,0.50660671,0.645785401,0.066737429,0.849527728,0.235097192,0.707519046,0.17683361,0.385031493,0.409344138,0.03518225,0.052194917,0.213180732,0.038803179,0.040304397,0.320584093,0.201957863,0.051220074,0.709792421,0.070415834,0.101794728
cg19971716,0.704220167,0.036098888,0.038911352,0.047862468,0.514449987,0.029492972,0.667601371,0.810894979,0.151324416,0.568652777,0.016569931,0.566047392,0.044200913,0.424037151,0.341330425,0.040945395,0.015279044,0.020352341,0.610791981,0.615645878,0.579766819,0.228700821,0.266721348,0.639186356,0.048803995,0.01964262,0.434278513,0.020068341,0.027590591,0.039527199,0.017128433,0.020784106,0.036670616,0.640863993,0.026580732,0.392892077,0.031353203,0.049341277
cg27080725,0.113644197,0.080762685,0.312816158,0.235469485,0.525502144,0.053952016,0.120995044,0.805888689,0.088960031,0.756452868,0.217892894,0.087632204,0.300249785,0.068834069,0.587663386,0.212285456,0.268273465,0.039275198,0.604613653,0.598552144,0.067189192,0.640531114,0.355155677,0.762874818,0.854624967,0.041465859,0.07073928,0.189577435,0.046645221,0.844286749,0.053019968,0.07259611,0.521818105,0.306885027,0.054897241,0.085544049,0.053668416,0.327319404
cg01466288,0.728750212,0.046389354,0.072618379,0.057957275,0.619259437,0.064540687,0.603360434,0.847611476,0.150377946,0.589144474,0.650248726,0.238333547,0.095244308,0.588786089,0.522587473,0.103116111,0.121542384,0.126527958,0.494979972,0.656881066,0.068151659,0.774459872,0.365181824,0.574914271,0.063587997,0.674178171,0.597854695,0.081580805,0.079809826,0.049548765,0.059924125,0.072368828,0.160830772,0.059217129,0.114433303,0.170285375,0.116960581,0.088762597
cg16781205,0.297459818,0.06891851,0.147794346,0.050385822,0.49398111,0.046020919,0.300606477,0.811056488,0.095318237,0.652590946,0.651119403,0.684813993,0.13603494,0.054143879,0.031099736,0.041758977,0.011655183,0.032733886,0.432471632,0.571183642,0.02650217,0.635501246,0.034309003,0.690783587,0.088926417,0.662868574,0.038113208,0.017456867,0.022286035,0.038426837,0.023015873,0.025151226,0.40692984,0.032213414,0.02928499,0.648524612,0.044999341,0.119472115
cg09793279,0.516006703,0.287021475,0.040219765,0.718843991,0.20636663,0.036673037,0.487780382,0.749205946,0.276649649,0.281363307,0.237239181,0.817006765,0.057864049,0.623261352,0.421320412,0.78712951,0.221824978,0.025943943,0.631057063,0.142231114,0.049259203,0.028231511,0.162399038,0.307895768,0.064818646,0.268619713,0.624337394,0.18492986,0.043067093,0.060241966,0.025866051,0.032707273,0.6114241,0.052631579,0.038334192,0.772320531,0.042129973,0.042256202
cg09193347,0.084142107,0.031562125,0.047681084,0.040534464,0.39541611,0.025810721,0.076734408,0.759026106,0.108402081,0.733369214,0.019036047,0.050058065,0.060377358,0.690348439,0.359970434,0.040135924,0.021339054,0.053380515,0.518494484,0.521810549,0.458139535,0.621755043,0.230769231,0.750026335,0.037968407,0.014635698,0.811371578,0.01747488,0.017276906,0.031314664,0.026848855,0.019600233,0.053881376,0.384797236,0.043837585,0.046665855,0.030910676,0.071169793
cg22295787,0.019106408,0.026097233,0.042292742,0.035209976,0.485667575,0.019133279,0.031987385,0.888070868,0.051749735,0.716325783,0.012815623,0.731383833,0.072505833,0.028559003,0.01129318,0.047810896,0.021356784,0.041912087,0.597046624,0.643775758,0.010182975,0.253829135,0.013704419,0.698195497,0.065787178,0.013237064,0.039629888,0.014943527,0.023976895,0.041346917,0.027387473,0.017282692,0.024536569,0.034717586,0.027556818,0.610733229,0.033528558,0.082191036
cg07690181,0.044080605,0.048137607,0.102128454,0.074520937,0.586226978,0.048730805,0.025964546,0.861504737,0.306598487,0.751898904,0.029953593,0.23630644,0.157356948,0.015612974,0.028656254,0.082029829,0.03633338,0.027088447,0.640209453,0.688016701,0.031289111,0.039009034,0.034838077,0.777304034,0.080113101,0.024842322,0.063742879,0.030700013,0.029884839,0.059794308,0.062843455,0.029051782,0.789395367,0.022417582,0.020644466,0.193260043,0.029974061,0.145519647
cg04437751,0.089036545,0.077945417,0.072978432,0.65128363,0.638406263,0.296746433,0.092305463,0.768725956,0.049485186,0.582712852,0.108427121,0.669205501,0.090940742,0.710677284,0.094484696,0.736804706,0.070257611,0.117758033,0.483340903,0.652542373,0.540836222,0.160025168,0.076435496,0.570721672,0.08398096,0.083907758,0.693989071,0.062762169,0.124984439,0.081625016,0.308006595,0.095545051,0.027325404,0.570273003,0.083903787,0.64286526,0.089928525,0.108199935
cg13912117,0.169235576,0.030165754,0.054103102,0.040203425,0.559921906,0.026080364,0.207436846,0.830892773,0.123781574,0.613157002,0.013484878,0.779686499,0.09142926,0.024209468,0.355151294,0.051070727,0.107905405,0.034148376,0.611112526,0.652,0.010738255,0.012583722,0.239797438,0.672295661,0.422258286,0.016863513,0.04603765,0.081528239,0.018425461,0.400068898,0.036664651,0.006101534,0.071252148,0.013717937,0.028270693,0.760206286,0.010888252,0.084656381
cg06785999,0.018764137,0.033553065,0.083881095,0.059824415,0.349914643,0.041786367,0.024639246,0.83753241,0.078605116,0.786028736,0.022972973,0.627291866,0.106188119,0.050434783,0.064960513,0.055459349,0.019789734,0.069820057,0.524546828,0.565713842,0.028527652,0.732805776,0.066481847,0.755621121,0.061313558,0.049049106,0.051855528,0.017546773,0.028764805,0.043408558,0.041711016,0.01912278,0.049327584,0.015321217,0.084442617,0.649706832,0.023256962,0.14758826
cg01533258,0.563726357,0.029631288,0.064871073,0.348622763,0.455815892,0.136140558,0.606552199,0.62293828,0.160013307,0.745448687,0.037280876,0.053013922,0.093665425,0.740370072,0.022587362,0.353549855,0.020396031,0.021667634,0.558760209,0.545069385,0.019847396,0.010283903,0.023173573,0.731053494,0.498510253,0.008505801,0.731683452,0.01605178,0.081248539,0.451936424,0.154638215,0.018222373,0.034469149,0.014398734,0.012050915,0.036080633,0.06807119,0.09290184
cg23418339,0.779304703,0.046867117,0.395175594,0.281957929,0.423321445,0.08551427,0.694485494,0.750398639,0.243545845,0.712455972,0.671005471,0.434431276,0.22911214,0.739689471,0.360285375,0.261725099,0.759529148,0.032234492,0.594413119,0.616346154,0.633081675,0.616759888,0.246672375,0.713719881,0.810862107,0.67702862,0.730556481,0.740747087,0.039973788,0.718505875,0.119410949,0.04681145,0.536288485,0.578007709,0.037710638,0.446481263,0.050067756,0.274041595
cg08803500,0.56020544,0.028216704,0.059155912,0.66126184,0.182881861,0.028097651,0.550125422,0.608047523,0.160840776,0.631739078,0.174865045,0.533461006,0.07605178,0.819631902,0.262815126,0.769792935,0.686437817,0.211592101,0.39467808,0.195115258,0.027396153,0.136763754,0.128091798,0.649052607,0.16227399,0.017160162,0.780858869,0.660116708,0.030555732,0.187402641,0.029898275,0.020889194,0.279546359,0.095766334,0.178071089,0.52213562,0.045993031,0.094425409
cg13000649,0.051662282,0.035243237,0.058716016,0.034352837,0.545505461,0.040141525,0.04478195,0.559472154,0.080284144,0.749302269,0.03880871,0.041449757,0.063652223,0.044155409,0.035599078,0.044017156,0.712043991,0.575115532,0.389567395,0.556775283,0.343754407,0.646397095,0.044090305,0.735231819,0.044881865,0.051333621,0.03912169,0.682928341,0.044645109,0.046411483,0.041884817,0.050013517,0.020638593,0.526294661,0.552465283,0.052247373,0.042432884,0.046747874
cg24632241,0.076969697,0.137606095,0.122021538,0.061243475,0.474346192,0.307367998,0.057167075,0.837360406,0.118479953,0.292609468,0.047377522,0.754108813,0.164836188,0.532662527,0.091775503,0.077096698,0.039305302,0.081191881,0.527486103,0.683967705,0.304226516,0.04501576,0.064175308,0.200527704,0.799064456,0.053305744,0.508072175,0.049558081,0.083794323,0.811591134,0.299381807,0.10150631,0.057269771,0.665116279,0.10069029,0.685246302,0.086696173,0.149906965
cg24393316,0.042967167,0.160747519,0.050154461,0.050257129,0.521108708,0.042236025,0.040974954,0.835119726,0.123680241,0.512324283,0.046718396,0.77959676,0.053525523,0.267351129,0.086162625,0.051996286,0.561465305,0.190598406,0.455585264,0.646453408,0.058915874,0.655671661,0.055089457,0.556619312,0.04704573,0.048926883,0.190214957,0.555794651,0.072220511,0.028738408,0.037501399,0.794640452,0.078147149,0.038531278,0.128286369,0.574864702,0.058022276,0.054482874
cg16072192,0.8163744,0.076116174,0.116307245,0.285116689,0.247915087,0.062983425,0.746818567,0.823401064,0.308726152,0.452414681,0.145734482,0.160445119,0.107212239,0.656386565,0.595558978,0.418477838,0.750640916,0.095580589,0.490226821,0.360396815,0.452002446,0.171366594,0.329003384,0.546944198,0.060890103,0.152654669,0.736537518,0.727174694,0.066013072,0.096499886,0.079361296,0.065806734,0.710161804,0.713248239,0.080134926,0.259834949,0.090961164,0.093837863
cg01075271,0.761637604,0.291845494,0.258734981,0.704197334,0.555506929,0.118268803,0.714789239,0.792065968,0.138331513,0.55189603,0.714827891,0.740778911,0.260715864,0.762214667,0.490291262,0.755383857,0.75524266,0.091456397,0.488199937,0.588645015,0.296715584,0.761014004,0.298281387,0.618407552,0.246067734,0.719292315,0.743304867,0.750073623,0.068848672,0.121813422,0.131390701,0.551282051,0.011208608,0.427848101,0.149112426,0.71485527,0.054219259,0.229550766
cg22287064,0.681558442,0.038736639,0.043873008,0.06741573,0.658319396,0.037445407,0.655757734,0.058934799,0.13997937,0.865769371,0.034599938,0.386108143,0.040576685,0.04647416,0.071455983,0.054988331,0.042215521,0.031126367,0.050895123,0.785675209,0.080599293,0.305061415,0.060257235,0.882324992,0.052724725,0.035479902,0.055898424,0.031808118,0.029665721,0.044553457,0.054503257,0.036811373,0.051540379,0.038736713,0.038684611,0.402072393,0.044277971,0.070528326
cg08512490,0.68343949,0.466140225,0.297017978,0.672824919,0.26427673,0.23518851,0.674799358,0.84654886,0.028435063,0.614345992,0.680121969,0.517029328,0.098764249,0.608782435,0.524311183,0.623144843,0.726445498,0.1597621,0.420222253,0.401906857,0.58266785,0.546226644,0.208027523,0.707849419,0.060292214,0.764654571,0.670220203,0.762550882,0.059834657,0.056977141,0.215863867,0.876687117,0.025035183,0.549635268,0.162818428,0.554106505,0.045336788,0.175055983
cg01614237,0.741709232,0.044658494,0.023533275,0.099392054,0.548126891,0.047851703,0.725702811,0.448556324,0.046231579,0.317095039,0.121959384,0.073224965,0.028252033,0.334276368,0.19991609,0.066872133,0.424756447,0.019319815,0.440605223,0.69711228,0.018700327,0.762860035,0.095840456,0.256719577,0.849186293,0.032923579,0.030833244,0.220992265,0.023570755,0.503488281,0.080198818,0.018366619,0.657204252,0.01265134,0.024928453,0.138350983,0.036747099,0.030979682
cg14307443,0.700292727,0.072783585,0.040346352,0.09935462,0.062559923,0.033645407,0.6387471,0.845690175,0.08975115,0.113504992,0.805007587,0.523050775,0.041911004,0.071213137,0.529548824,0.098384728,0.055235513,0.024904822,0.558411703,0.099400599,0.03591314,0.146263911,0.332898902,0.132357005,0.075636943,0.8611666,0.096172158,0.073932927,0.032237969,0.067180971,0.037242472,0.03395552,0.035368459,0.046165586,0.021459814,0.467669784,0.034943474,0.049448819
